aceX aceY aceZ lati longi altiMed vel pitch roll yaw time
-0.630 -182.480 -0.010 38.724 -9.249 533.90 0 135.000 -15.500 -0.062 0
0.150 -2.560 -0.010 38.724 -9.249 533.63 0 124.750 -15.562 -0.062 0
0.590 -2.560 -0.010 38.724 -9.249 533.36 0 118.000 0.750 34.500 0
-0.010 -167.060 -0.010 38.724 -9.249 533.32 0 124.312 1.375 35.812 0
-0.550 -5.580 7.760 38.724 -9.249 533.50 0 135.562 -15.500 -0.062 0
-280.140 -0.010 -0.010 38.724 -9.249 533.72 0 145.062 -15.438 -0.062 0
-280.140 -0.010 -0.010 38.724 -9.249 534.11 0 155.562 -15.438 -0.062 0
-1.750 -185.050 -0.010 38.724 -9.249 534.35 0 165.688 -15.375 -0.062 0
-1.920 -5.580 7.580 38.724 -9.249 534.32 0 164.250 -10.188 33.188 0
-1.330 -5.630 7.680 38.724 -9.249 534.32 0 155.625 -11.438 35.188 0
-169.630 -0.010 -0.010 38.724 -9.249 534.29 0 150.500 -15.438 -0.062 0
-305.840 -0.010 -0.010 38.724 -9.249 534.35 0 146.562 -15.438 -0.062 0
-203.040 -0.010 -0.010 38.724 -9.249 534.50 0 144.500 -15.438 -0.062 0
-308.410 -0.010 -0.010 38.724 -9.249 534.47 0 145.125 -8.875 35.875 0
-0.380 -5.620 7.640 38.724 -9.249 534.40 0 148.125 -9.250 35.562 0
-215.890 -0.010 -0.010 38.724 -9.249 534.31 0 156.312 -15.438 -0.062 0
120.790 -0.010 -0.010 38.724 -9.249 534.34 0 169.188 -15.375 -0.062 0
74.530 -0.010 -0.010 38.724 -9.249 534.60 0 169.438 -10.688 29.250 0
66.820 -0.010 -0.010 38.724 -9.249 534.43 0 152.875 -15.438 -0.062 0
-0.440 -4.090 6.490 38.724 -9.249 533.68 0 138.500 481.875 -0.062 0
-0.430 -5.180 8.570 38.724 -9.249 532.68 0 125.625 -15.562 -0.062 0
0.680 -2.560 -0.010 38.724 -9.249 531.06 0 114.625 4.812 32.438 0
-0.460 -8.200 12.160 38.724 -9.249 530.14 0 122.000 4.500 38.250 0
-0.060 43.690 -0.010 38.724 -9.249 529.84 0 131.938 -15.500 -0.062 0
-290.420 -0.010 -0.010 38.724 -9.249 529.90 0 142.000 -15.500 -0.062 0
-1.350 -5.630 8.050 38.724 -9.249 530.47 0 152.625 -15.438 -0.062 0
-1.470 115.650 -0.010 38.724 -9.249 530.64 0 166.688 -15.375 -0.062 0
-1.890 23.130 -0.010 38.724 -9.249 530.93 0 174.000 -15.375 -0.062 0
-1.880 10.280 -0.010 38.724 -9.249 531.35 0 169.125 -15.375 -0.062 0
-1.640 -4.410 7.610 38.724 -9.249 531.19 0 156.312 -9.000 26.750 0
-1.770 -5.280 7.680 38.724 -9.249 531.13 0 139.812 -15.500 -0.062 0
-195.330 -0.010 -0.010 38.724 -9.249 530.52 0 124.438 -15.562 -0.062 0
-0.470 84.810 -0.010 38.724 -9.249 529.69 0 112.562 -15.562 -0.062 0
0.660 141.350 -0.010 38.724 -9.249 528.91 0 102.500 0.375 -16.000 0
0.810 -6.450 9.600 38.724 -9.249 528.17 0 104.812 -15.625 -0.062 0
-200.470 -0.010 -0.010 38.724 -9.249 527.89 0 119.438 4.812 32.625 0
-233.880 -0.010 -0.010 38.724 -9.249 528.13 0 133.500 -15.500 -0.062 0
-300.700 -0.010 -0.010 38.724 -9.249 528.53 0 140.688 -15.500 -0.062 0
-1.400 -5.580 7.350 38.724 -9.249 528.83 0 148.188 -15.438 -0.062 0
146.490 -0.010 -0.010 38.724 -9.249 528.95 0 156.312 -9.625 30.875 0
-1.690 28.270 -0.010 38.724 -9.249 529.07 0 160.438 915.562 -0.062 0
-1.580 53.970 -0.010 38.724 -9.249 529.02 0 155.625 915.562 -0.062 0
-1.750 -5.750 7.470 38.724 -9.249 528.91 0 145.625 -10.188 37.125 0
-305.840 -0.010 -0.010 38.724 -9.249 528.54 0 135.625 -15.500 -0.062 0
-226.170 -0.010 -0.010 38.724 -9.249 528.13 0 125.875 -15.562 -0.062 0
-0.540 -246.730 -0.010 38.724 -9.249 527.47 0 114.750 -15.562 -0.062 0
0.670 -2.560 -0.010 38.724 -9.249 526.83 0 107.438 -15.625 -0.062 0
0.140 -2.560 -0.010 38.724 -9.249 526.54 0 108.625 0.062 32.188 0
-0.600 15.420 -0.010 38.724 -9.249 526.58 0 114.875 -15.562 -0.062 0
-0.290 -5.460 8.020 38.724 -9.249 526.49 0 120.625 -15.562 -0.062 0
-0.370 -5.390 7.900 38.724 -9.249 526.67 0 124.938 -15.562 -0.062 0
-205.610 -0.010 -0.010 38.724 -9.249 526.73 0 127.188 -15.562 -0.062 0
-0.560 51.400 -0.010 38.724 -9.249 526.71 0 126.250 -15.562 -0.062 0
-0.460 2.570 -0.010 38.724 -9.249 526.47 0 124.938 -15.562 -0.062 0
0.290 -2.560 -0.010 38.724 -9.249 526.23 0 123.062 -15.562 -0.062 0
-0.400 -174.770 -0.010 38.724 -9.249 526.17 0 125.062 0.562 36.562 0
-0.060 -5.460 7.730 38.724 -9.249 526.17 0 125.500 1.438 38.375 0
-0.050 -5.610 7.830 38.724 -9.249 525.99 0 126.438 -15.562 -0.062 0
-0.310 -5.560 7.650 38.724 -9.249 525.81 0 130.062 -15.500 -0.062 0
-0.590 -164.490 -0.010 38.724 -9.249 525.87 0 135.062 -15.500 -0.062 0
-259.580 -0.010 -0.010 38.724 -9.249 526.07 0 139.250 -15.500 -0.062 0
-257.010 -0.010 -0.010 38.724 -9.249 526.13 0 138.812 -15.500 -0.062 0
-179.910 -0.010 -0.010 38.724 -9.249 526.01 0 132.062 -15.500 -0.062 0
-0.350 -239.020 -0.010 38.724 -9.249 525.71 0 121.438 -15.562 -0.062 0
0.110 -2.560 -0.010 38.724 -9.249 525.35 0 113.000 -15.562 -0.062 0
0.020 -2.560 -0.010 38.724 -9.249 525.03 0 111.812 0.438 37.812 0
-0.190 -5.600 7.930 38.724 -9.249 524.73 0 114.312 -15.562 -0.062 0
-0.010 -205.610 -0.010 38.724 -9.249 524.64 0 115.625 -15.562 -0.062 0
-0.150 -5.700 7.780 38.724 -9.249 524.40 0 117.438 -15.562 -0.062 0
-0.290 -5.750 8.040 38.724 -9.249 524.40 0 119.875 0.062 36.000 0
-218.460 -0.010 -0.010 38.724 -9.249 524.46 0 121.000 -15.562 -0.062 0
-0.470 -208.180 -0.010 38.724 -9.249 524.34 0 115.625 -15.562 -0.062 0
0.720 -2.560 -0.010 38.724 -9.249 524.04 0 105.312 -15.625 -0.062 0
0.690 -2.560 -0.010 38.724 -9.249 523.74 0 106.375 3.125 34.500 0
-0.300 -5.620 7.830 38.724 -9.249 523.83 0 120.125 3.250 34.438 0
-292.990 -0.010 -0.010 38.724 -9.249 523.95 0 133.438 -15.500 -0.062 0
-262.150 -0.010 -0.010 38.724 -9.249 524.17 0 141.625 -15.500 -0.062 0
-1.350 -246.730 -0.010 38.724 -9.249 524.32 0 146.312 -15.438 -0.062 0
-259.580 -0.010 -0.010 38.724 -9.249 524.38 0 148.188 -15.438 -0.062 0
-300.700 -0.010 -0.010 38.724 -9.249 524.39 0 151.750 -15.438 -0.062 0
-1.580 -241.590 -0.010 38.724 -9.249 524.42 0 156.812 -15.438 -0.062 0
-1.580 -5.630 7.270 38.724 -9.249 524.40 0 155.438 -9.688 38.875 0
-316.120 -0.010 -0.010 38.724 -9.249 524.31 0 148.625 -9.062 36.812 0
-241.590 -0.010 -0.010 38.724 -9.249 524.24 0 140.062 -15.500 -0.062 0
-264.720 -0.010 -0.010 38.724 -9.249 523.85 0 129.625 -15.500 -0.062 0
-0.230 -6.470 9.230 38.724 -9.249 523.05 0 117.188 -15.562 -0.062 0
0.930 -2.560 -0.010 38.724 -9.249 522.26 0 106.250 -15.625 -0.062 0
0.830 -2.560 -0.010 38.724 -9.249 521.87 0 110.312 2.062 33.562 0
-239.020 -0.010 -0.010 38.724 -9.249 522.09 0 128.938 1.250 32.812 0
-1.470 -5.590 7.710 38.724 -9.249 522.65 0 145.812 -15.438 -0.062 0
-1.540 -215.890 -0.010 38.724 -9.249 523.13 0 156.625 -10.000 40.625 0
-1.480 -185.050 -0.010 38.724 -9.249 523.36 0 164.125 -10.125 38.812 0
-1.720 -5.720 7.930 38.724 -9.249 523.46 0 167.562 -8.438 35.250 0
-1.370 -5.370 7.050 38.724 -9.249 523.40 0 164.500 -15.375 -0.062 0
-323.830 -0.010 -0.010 38.724 -9.249 523.29 0 160.188 -15.375 -0.062 0
-1.320 -5.380 6.980 38.724 -9.249 522.99 0 152.250 -15.438 -0.062 0
-169.630 -0.010 -0.010 38.724 -9.249 522.50 0 138.562 -15.500 -0.062 0
0.190 38.550 -0.010 38.724 -9.249 521.86 0 120.812 -15.562 -0.062 0
0.710 -2.560 -0.010 38.724 -9.249 521.18 0 108.125 2.875 33.125 0
0.430 53.970 -0.010 38.724 -9.249 520.68 0 108.250 2.375 35.250 0
-0.250 113.080 -0.010 38.724 -9.249 520.45 0 118.812 -15.562 -0.062 0
-262.150 -0.010 -0.010 38.724 -9.249 520.73 0 131.125 -15.500 -0.062 0
-213.320 -0.010 -0.010 38.724 -9.249 520.91 0 133.875 -15.500 -0.062 0
-0.530 92.520 -0.010 38.724 -9.249 521.03 0 129.625 -15.500 -0.062 0
-0.070 -5.220 7.530 38.724 -9.249 520.94 0 121.750 -15.562 -0.062 0
0.450 -2.560 -0.010 38.724 -9.249 520.65 0 116.500 0.625 35.500 0
-0.040 -187.620 -0.010 38.724 -9.249 520.47 0 118.188 0.812 37.500 0
-0.240 -5.560 7.680 38.724 -9.249 520.47 0 124.125 -15.562 -0.062 0
-169.630 -0.010 -0.010 38.724 -9.249 520.53 0 127.188 -15.562 -0.062 0
-0.420 -5.470 7.910 38.724 -9.249 520.47 0 126.000 -15.562 -0.062 0
0.020 -2.560 -0.010 38.724 -9.249 520.34 0 121.688 -15.562 -0.062 0
0.630 -2.560 -0.010 38.724 -9.249 520.05 0 122.125 0.312 32.438 0
-0.190 -5.400 8.230 38.724 -9.249 519.84 0 132.188 1.750 -16.000 0
-249.300 -0.010 -0.010 38.724 -9.249 520.17 0 144.375 -15.438 -0.062 0
-1.330 -251.870 -0.010 38.724 -9.249 520.53 0 150.938 -15.438 -0.062 0
-1.410 -182.480 -0.010 38.724 -9.249 520.53 0 149.125 -9.125 39.188 0
-174.770 -0.010 -0.010 38.724 -9.249 520.23 0 138.062 -15.500 -0.062 0
0.110 95.090 -0.010 38.724 -9.249 519.87 0 121.000 0.625 33.750 0
1.190 -2.560 -0.010 38.724 -9.249 519.42 0 112.562 6.375 37.750 0
0.630 -2.560 -0.010 38.724 -9.249 519.07 0 119.375 0.750 -16.000 0
-1.390 -185.050 -0.010 38.724 -9.249 519.26 0 137.938 -15.500 -0.062 0
-292.990 -0.010 -0.010 38.724 -9.249 519.56 0 150.875 -15.438 -0.062 0
-239.020 -0.010 -0.010 38.724 -9.249 519.74 0 155.000 -15.438 -0.062 0
-298.130 -0.010 -0.010 38.724 -9.249 519.77 0 151.438 -15.438 -0.062 0
-241.590 -0.010 -0.010 38.724 -9.249 519.61 0 143.125 -15.500 -0.062 0
-0.200 -5.240 8.310 38.724 -9.249 519.17 0 132.750 -15.500 -0.062 0
0.480 -2.560 -0.010 38.724 -9.249 518.78 0 126.188 1.938 33.062 0
0.090 -2.560 -0.010 38.724 -9.249 518.58 0 131.375 2.938 -16.000 0
-0.560 -5.280 7.890 38.724 -9.249 518.54 0 145.312 -15.438 -0.062 0
-254.440 -0.010 -0.010 38.724 -9.249 518.81 0 152.500 -15.438 -0.062 0
-1.290 -5.720 8.060 38.724 -9.249 518.99 0 151.812 -15.438 -0.062 0
-0.390 -5.500 7.900 38.724 -9.249 518.81 0 145.875 -15.438 -0.062 0
-0.390 -5.660 8.080 38.724 -9.249 518.54 0 137.625 -15.500 -0.062 0
0.360 -2.560 -0.010 38.724 -9.249 518.13 0 129.312 1.688 33.438 0
0.560 -2.560 -0.010 38.724 -9.249 517.74 0 129.250 1.312 36.312 0
-0.150 -5.330 7.680 38.724 -9.249 517.68 0 137.125 -15.500 -0.062 0
-244.160 -0.010 -0.010 38.724 -9.249 517.82 0 143.125 -15.500 -0.062 0
-177.340 -0.010 -0.010 38.724 -9.249 517.97 0 139.812 -15.500 -0.062 0
-0.370 -5.430 7.890 38.724 -9.249 517.86 0 131.000 -15.500 -0.062 0
0.350 -2.560 -0.010 38.724 -9.249 517.46 0 122.000 -15.562 -0.062 0
0.270 -2.560 -0.010 38.724 -9.249 517.13 0 119.375 1.125 35.062 0
0.350 -2.560 -0.010 38.724 -9.249 516.95 0 124.688 1.062 36.062 0
-185.050 -0.010 -0.010 38.724 -9.249 517.11 0 135.062 -15.500 -0.062 0
-228.740 -0.010 -0.010 38.724 -9.249 517.22 0 138.188 -15.500 -0.062 0
-0.300 -5.410 8.040 38.724 -9.249 517.16 0 132.250 -15.500 -0.062 0
0.130 -2.560 -0.010 38.724 -9.249 516.89 0 124.125 -15.562 -0.062 0
0.540 -2.560 -0.010 38.724 -9.249 516.36 0 119.250 2.312 33.375 0
0.280 -2.560 -0.010 38.724 -9.249 516.31 0 122.125 3.938 34.625 0
-0.470 -5.320 8.060 38.724 -9.249 516.17 0 130.875 0.250 33.750 0
-241.590 -0.010 -0.010 38.724 -9.249 516.53 0 138.188 -15.500 -0.062 0
-185.050 -0.010 -0.010 38.724 -9.249 516.71 0 139.000 -15.500 -0.062 0
-0.440 -5.490 8.450 38.724 -9.249 516.35 0 134.875 -15.500 -0.062 0
0.350 138.780 -0.010 38.724 -9.249 516.17 0 128.938 1.000 32.000 0
0.310 -2.560 -0.010 38.724 -9.249 515.58 0 127.688 3.562 34.250 0
0.090 -2.560 -0.010 38.724 -9.249 515.28 0 132.750 1.312 33.125 0
-185.050 -0.010 -0.010 38.724 -9.249 515.51 0 139.938 -15.500 -0.062 0
-218.460 -0.010 -0.010 38.724 -9.249 515.69 0 142.312 -15.500 -0.062 0
-0.490 -5.170 8.350 38.724 -9.249 515.69 0 137.875 -15.500 -0.062 0
-0.220 -5.580 8.030 38.724 -9.249 515.66 0 130.625 1.000 32.938 0
0.020 -2.560 -0.010 38.724 -9.249 515.48 0 122.625 0.938 -16.000 0
0.560 -2.560 -0.010 38.724 -9.249 515.04 0 116.750 -15.562 -0.062 0
0.090 -2.560 -0.010 38.724 -9.249 514.94 0 117.188 -15.562 -0.062 0
0.160 -2.560 -0.010 38.724 -9.249 514.88 0 119.938 -15.562 -0.062 0
-0.620 -174.770 -0.010 38.724 -9.249 514.79 0 124.625 -15.562 -0.062 0
-0.500 -5.670 8.370 38.724 -9.249 514.70 0 127.125 -15.562 -0.062 0
-0.540 -5.320 8.040 38.724 -9.249 514.64 0 128.500 -15.500 -0.062 0
-0.280 -5.560 7.740 38.724 -9.249 514.58 0 129.062 -15.500 -0.062 0
-0.430 -5.510 7.780 38.724 -9.249 514.52 0 126.500 -15.562 -0.062 0
0.100 -2.560 -0.010 38.724 -9.249 514.22 0 123.250 1.312 37.250 0
0.110 -2.560 -0.010 38.724 -9.249 514.07 0 121.625 3.938 35.500 0
0.450 -2.560 -0.010 38.724 -9.249 514.01 0 120.750 2.500 36.188 0
-0.130 -5.640 7.780 38.724 -9.249 514.07 0 121.625 -15.562 -0.062 0
-0.180 -169.630 -0.010 38.724 -9.249 514.07 0 121.062 -15.562 -0.062 0
-0.210 -259.580 -0.010 38.724 -9.249 514.05 0 117.750 -15.562 -0.062 0
0.000 -2.560 -0.010 38.724 -9.249 513.96 0 112.500 -15.562 -0.062 0
0.280 -2.560 -0.010 38.724 -9.249 513.90 0 107.750 1.438 35.875 0
0.460 -2.560 -0.010 38.724 -9.249 513.84 0 105.750 2.125 37.625 0
0.450 -2.560 -0.010 38.724 -9.249 513.84 0 111.562 0.750 38.688 0
-0.310 -244.160 -0.010 38.724 -9.249 513.84 0 127.938 -15.562 -0.062 0
-218.460 -0.010 -0.010 38.724 -9.249 513.96 0 144.750 -15.438 -0.062 0
-303.270 -0.010 -0.010 38.724 -9.249 514.09 0 151.312 -15.438 -0.062 0
-218.460 -0.010 -0.010 38.724 -9.249 513.98 0 144.188 -15.438 -0.062 0
-0.440 -187.620 -0.010 38.724 -9.249 513.83 0 128.250 -15.500 -0.062 0
0.050 -2.560 -0.010 38.724 -9.249 513.44 0 107.250 -15.625 -0.062 0
0.320 -6.550 8.300 38.724 -9.249 513.24 0 84.438 0.562 36.938 0
0.360 105.370 -0.010 38.724 -9.249 513.19 0 68.438 -15.750 -0.062 0
0.340 -2.560 -0.010 38.724 -9.249 513.38 0 57.438 -15.812 -0.062 0
0.360 -2.560 -0.010 38.724 -9.249 513.42 0 54.312 0.438 37.062 0
0.450 -2.560 -0.010 38.724 -9.249 513.58 0 57.688 5.250 36.250 0
0.470 -6.940 8.220 38.724 -9.249 513.48 0 70.750 -15.750 -0.062 0
0.710 -2.560 -0.010 38.724 -9.249 513.50 0 89.312 -15.688 -0.062 0
0.160 -2.560 -0.010 38.724 -9.249 513.34 0 114.812 1.375 -16.000 0
-1.430 -239.020 -0.010 38.724 -9.249 513.70 0 148.438 -15.438 -0.062 0
-167.060 -0.010 -0.010 38.724 -9.249 514.32 0 172.438 -15.375 -0.062 0
43.690 -0.010 -0.010 38.724 -9.249 514.62 0 165.562 819.188 -0.062 0
-259.580 -0.010 -0.010 38.724 -9.249 514.68 0 139.500 -9.250 31.188 0
-0.290 -5.230 8.520 38.724 -9.249 514.26 0 122.562 -15.562 -0.062 0
0.220 -2.560 -0.010 38.724 -9.249 513.62 0 112.250 -15.562 -0.062 0
0.390 28.270 -0.010 38.724 -9.249 513.20 0 106.312 0.000 -16.000 0
0.410 -2.560 -0.010 38.724 -9.249 513.26 0 111.250 2.125 -16.000 0
-280.140 -0.010 -0.010 38.724 -9.249 513.59 0 124.438 -15.562 -0.062 0
66.820 -0.010 -0.010 38.724 -9.249 514.45 0 142.375 -15.500 -0.062 0
-244.160 -0.010 -0.010 38.724 -9.249 515.28 0 162.438 963.750 -0.062 0
33.410 -0.010 -0.010 38.724 -9.249 515.70 0 155.125 -15.438 -0.062 0
-1.800 141.350 -0.010 38.724 -9.249 515.61 0 144.188 -11.812 26.625 0
53.970 -0.010 -0.010 38.724 -9.249 515.53 0 146.062 -15.438 -0.062 0
-2.830 20.560 -0.010 38.724 -9.249 515.58 0 153.188 -15.438 -0.062 0
-200.470 -0.010 -0.010 38.724 -9.249 515.70 0 154.500 128.500 -0.062 0
-1.790 118.220 -0.010 38.724 -9.249 515.60 0 147.562 176.688 -0.062 0
-2.740 -5.700 7.790 38.724 -9.249 515.63 0 149.938 -9.188 35.125 0
-2.710 -5.640 7.730 38.724 -9.249 515.63 0 151.562 -8.562 33.438 0
-2.920 -326.400 -0.010 38.724 -9.249 515.66 0 149.250 738.875 -0.062 0
149.060 -0.010 -0.010 38.724 -9.249 515.68 0 146.625 -15.438 -0.062 0
-2.620 23.130 -0.010 38.724 -9.249 515.74 0 148.125 144.562 -0.062 0
33.410 -0.010 -0.010 38.724 -9.249 515.80 0 147.625 240.938 -0.062 0
15.420 -0.010 -0.010 38.724 -9.249 515.74 0 143.188 610.375 -0.062 0
38.550 -0.010 -0.010 38.724 -9.249 515.83 0 143.938 947.688 -0.062 0
-2.810 -5.480 7.950 38.724 -9.249 515.88 0 146.812 754.938 -0.062 0
15.420 -0.010 -0.010 38.724 -9.249 515.86 0 145.438 353.375 -0.062 0
-2.580 -4.410 7.160 38.724 -9.249 515.95 0 146.000 754.938 -0.062 0
-2.790 -5.240 7.500 38.724 -9.249 515.94 0 142.750 -9.625 39.500 0
-1.670 -5.680 8.500 38.724 -9.249 515.64 0 129.750 -8.812 41.688 0
-272.430 -0.010 -0.010 38.724 -9.249 515.08 0 116.062 -15.562 -0.062 0
-0.280 -5.270 8.410 38.724 -9.249 514.49 0 104.125 -15.625 -0.062 0
0.270 28.270 -0.010 38.724 -9.249 513.77 0 98.312 1.500 -16.000 0
0.100 -2.560 -0.010 38.724 -9.249 513.39 0 101.062 1.000 32.312 0
-210.750 -0.010 -0.010 38.724 -9.249 513.40 0 109.312 -15.625 -0.062 0
-0.530 -6.500 9.570 38.724 -9.249 513.58 0 113.125 1.812 52.000 0
0.060 128.500 -0.010 38.724 -9.249 513.22 0 109.500 4.250 84.562 0
-0.340 -6.520 7.360 38.724 -9.249 513.15 0 109.562 2.188 -16.000 0
-0.220 -6.430 7.540 38.724 -9.249 513.34 0 108.312 -15.625 -0.062 0
-0.030 33.410 -0.010 38.724 -9.249 513.28 0 105.562 0.188 -16.000 0
0.090 -2.560 -0.010 38.724 -9.249 513.03 0 101.750 0.062 -16.000 0
0.070 -6.590 8.610 38.724 -9.249 512.86 0 95.625 0.562 -16.000 0
-0.010 -6.840 8.290 38.724 -9.249 512.59 0 86.312 0.938 -16.000 0
0.620 -2.560 -0.010 38.724 -9.249 512.56 0 78.625 5.188 -16.000 0
0.690 -2.560 -0.010 38.724 -9.249 512.56 0 82.562 6.125 -16.000 0
0.620 -2.560 -0.010 38.724 -9.249 512.47 0 94.375 0.938 -16.000 0
-0.060 -6.410 8.420 38.724 -9.249 512.34 0 115.250 -15.562 -0.062 0
-205.610 -0.010 -0.010 38.724 -9.249 512.42 0 134.375 -15.500 -0.062 0
-1.400 -251.870 -0.010 38.724 -9.249 512.54 0 141.938 -15.500 -0.062 0
-282.710 -0.010 -0.010 38.724 -9.249 512.59 0 137.438 -15.500 -0.062 0
-0.460 -6.500 7.850 38.724 -9.249 512.32 0 119.375 -15.562 -0.062 0
0.140 -2.560 -0.010 38.724 -9.249 511.99 0 99.812 -15.625 -0.062 0
0.600 -2.560 -0.010 38.724 -9.249 511.80 0 84.062 0.625 -16.000 0
0.540 -2.560 -0.010 38.724 -9.249 511.73 0 78.938 2.500 35.312 0
0.580 -2.560 -0.010 38.724 -9.249 511.61 0 83.562 0.875 36.438 0
0.290 -2.560 -0.010 38.724 -9.249 511.29 0 95.375 -15.688 -0.062 0
-0.370 -269.860 -0.010 38.724 -9.249 511.25 0 113.875 0.812 39.125 0
-169.630 -0.010 -0.010 38.724 -9.249 511.43 0 129.312 1.188 35.000 0
-221.030 -0.010 -0.010 38.724 -9.249 511.51 0 140.312 -15.500 -0.062 0
-1.290 -208.180 -0.010 38.724 -9.249 511.45 0 142.188 -15.500 -0.062 0
-310.980 -0.010 -0.010 38.724 -9.249 511.37 0 132.312 -15.500 -0.062 0
0.370 -2.560 -0.010 38.724 -9.249 510.85 0 113.125 -15.562 -0.062 0
0.430 -2.560 -0.010 38.724 -9.249 510.44 0 98.375 1.188 38.250 0
0.640 -2.560 -0.010 38.724 -9.249 510.35 0 96.938 2.750 35.562 0
0.350 -2.560 -0.010 38.724 -9.249 510.17 0 110.062 1.938 38.188 0
-185.050 -0.010 -0.010 38.724 -9.249 510.20 0 130.000 0.000 35.875 0
-310.980 -0.010 -0.010 38.724 -9.249 510.32 0 145.000 -15.438 -0.062 0
-1.400 -239.020 -0.010 38.724 -9.249 510.42 0 148.562 -15.438 -0.062 0
-200.470 -0.010 -0.010 38.724 -9.249 510.22 0 140.438 -15.500 -0.062 0
-164.490 -0.010 -0.010 38.724 -9.249 509.98 0 127.750 -15.562 -0.062 0
0.190 -2.560 -0.010 38.724 -9.249 509.66 0 111.000 -15.625 -0.062 0
0.580 -2.560 -0.010 38.724 -9.249 509.19 0 97.875 1.125 36.438 0
0.750 -2.560 -0.010 38.724 -9.249 508.95 0 96.188 3.312 36.625 0
0.550 -2.560 -0.010 38.724 -9.249 508.83 0 106.250 2.688 34.625 0
-192.760 -0.010 -0.010 38.724 -9.249 508.83 0 122.562 -15.562 -0.062 0
-300.700 -0.010 -0.010 38.724 -9.249 509.04 0 134.562 -15.500 -0.062 0
-272.430 -0.010 -0.010 38.724 -9.249 509.25 0 134.750 -15.500 -0.062 0
-215.890 -0.010 -0.010 38.724 -9.249 509.12 0 128.375 -15.500 -0.062 0
-0.450 -177.340 -0.010 38.724 -9.249 508.89 0 116.938 -15.562 -0.062 0
0.460 -2.560 -0.010 38.724 -9.249 508.36 0 103.375 0.000 34.938 0
0.930 -2.560 -0.010 38.724 -9.249 508.06 0 97.062 2.375 35.625 0
0.820 -2.560 -0.010 38.724 -9.249 507.89 0 103.875 3.688 35.562 0
-0.380 -5.650 7.680 38.724 -9.249 507.87 0 119.688 1.312 33.938 0
-303.270 -0.010 -0.010 38.724 -9.249 508.17 0 132.625 -15.500 -0.062 0
-241.590 -0.010 -0.010 38.724 -9.249 508.41 0 138.000 -15.500 -0.062 0
-233.880 -0.010 -0.010 38.724 -9.249 508.47 0 139.375 -15.500 -0.062 0
-244.160 -0.010 -0.010 38.724 -9.249 508.36 0 136.250 -15.500 -0.062 0
-192.760 -0.010 -0.010 38.724 -9.249 508.16 0 127.812 -15.562 -0.062 0
-0.220 -172.200 -0.010 38.724 -9.249 507.77 0 115.125 -15.562 -0.062 0
0.320 -2.560 -0.010 38.724 -9.249 507.39 0 104.500 -15.625 -0.062 0
0.450 -2.560 -0.010 38.724 -9.249 507.17 0 102.625 1.188 36.812 0
0.230 -2.560 -0.010 38.724 -9.249 507.17 0 108.875 1.688 36.625 0
-0.490 -164.490 -0.010 38.724 -9.249 507.03 0 121.125 -15.562 -0.062 0
-1.290 -5.700 7.700 38.724 -9.249 507.27 0 131.312 -15.500 -0.062 0
-208.180 -0.010 -0.010 38.724 -9.249 507.33 0 132.875 -15.500 -0.062 0
-257.010 -0.010 -0.010 38.724 -9.249 507.27 0 130.312 -15.500 -0.062 0
0.030 -2.560 -0.010 38.724 -9.249 507.15 0 121.000 -15.562 -0.062 0
0.120 -2.560 -0.010 38.724 -9.249 506.75 0 110.875 0.625 35.938 0
0.370 -2.560 -0.010 38.724 -9.249 506.45 0 108.438 2.312 36.250 0
0.140 -2.560 -0.010 38.724 -9.249 506.32 0 116.000 1.312 35.875 0
-0.610 -5.640 7.650 38.724 -9.249 506.32 0 126.438 -15.562 -0.062 0
-164.490 -0.010 -0.010 38.724 -9.249 506.50 0 131.375 -15.500 -0.062 0
-259.580 -0.010 -0.010 38.724 -9.249 506.58 0 130.188 -15.500 -0.062 0
-0.240 -5.730 7.850 38.724 -9.249 506.33 0 121.062 -15.562 -0.062 0
0.360 -2.560 -0.010 38.724 -9.249 506.07 0 109.875 0.562 35.000 0
0.650 -2.560 -0.010 38.724 -9.249 505.98 0 107.375 3.250 36.688 0
0.490 -2.560 -0.010 38.724 -9.249 505.80 0 113.938 1.500 34.875 0
-218.460 -0.010 -0.010 38.724 -9.249 505.84 0 125.188 -15.562 -0.062 0
-323.830 -0.010 -0.010 38.724 -9.249 506.07 0 131.250 -15.500 -0.062 0
-236.450 -0.010 -0.010 38.724 -9.249 506.02 0 128.500 -15.500 -0.062 0
-0.390 -5.490 8.080 38.724 -9.249 505.90 0 119.000 -15.562 -0.062 0
0.620 -2.560 -0.010 38.724 -9.249 505.49 0 109.812 1.750 35.750 0
0.460 -2.560 -0.010 38.724 -9.249 505.35 0 113.125 2.312 35.500 0
-0.600 -5.740 8.180 38.724 -9.249 505.53 0 126.562 -15.562 -0.062 0
-177.340 -0.010 -0.010 38.724 -9.249 505.82 0 137.750 -15.500 -0.062 0
-295.560 -0.010 -0.010 38.724 -9.249 506.21 0 143.875 -15.500 -0.062 0
-246.730 -0.010 -0.010 38.724 -9.249 506.39 0 146.562 -15.438 -0.062 0
-241.590 -0.010 -0.010 38.724 -9.249 506.57 0 146.188 -15.438 -0.062 0
-221.030 -0.010 -0.010 38.724 -9.249 506.63 0 145.062 -15.438 -0.062 0
-318.690 -0.010 -0.010 38.724 -9.249 506.63 0 142.875 -15.500 -0.062 0
